subject,relation,object,new_topic,old_index
CREDIT COMMERCIAL DE FRANCE,SPLITS,SHARES bank Credit Commercial de France,2,2082
it,is privatised at,end,2,2083
four,increase,number of shares,2,2084
CREDIT COMMERCIAL DE FRANCE,SPLITS,SHARES French bank Credit Commercial de France,2,2085
CREDIT COMMERCIAL DE FRANCE,SPLITS,SHARES commercial bank Credit Commercial de France,2,2086
it,is,when privatised at end of month,2,2087
it,is,when privatised,2,2088
four,increase,number,2,2089
it,is,privatised,2,2090
leading West German economic research institutes,said FOR,EARLY TAX CUTS,5,2091
five leading West German economic research institutes,said FOR,EARLY TAX CUTS,5,2092
Glaxo pre-tax profit,is in,six months to end,3,2093
December Glaxo pre-tax profit 376 mln stg,is in,six months,3,2094
profit,end,mln,3,2095
profit,end,stg,3,2096
HILLSDOWN,BUYS BEDDING COMPANIES FOR,HLDN,6,2097
HILLSDOWN,BUYS BEDDING COMPANIES FOR,23 MLN DLRS Hillsdown Holdings Plc,6,2098
HILLSDOWN,BUYS,BEDDING COMPANIES,6,2099
BEDDING,BUYS,COMPANIES,6,2100
DIVIDEND,RAISED,Six months,3,2101
Six months,end,December Shr 32,3,2102
takeover battle,began at_time,today,6,2103
TAKEOVER,is at,BATTLE,6,2104
NORTH YEMEN,BOUGHT,WHITE SUGAR AT TENDER TRADE North Yemen,4,2105
NORTH YEMEN,BOUGHT,SUGAR AT TENDER TRADE North Yemen,4,2106
view,industrialised,nations,5,2107
entrenched view,industrialised,nations,5,2108
Arabia,is,market,4,2109
Arabia,is,tonnes,4,2110
Arabia,is,refined,4,2111
Arabia,is,palm,4,2112
West German Economics Minister Martin Bangemann,rejected call FOR,EARLY TAX CUTS,2,2114
German Economics Minister Martin Bangemann,rejected,call from,2,2115
German Economics Minister Martin Bangemann,rejected call FOR,EARLY TAX CUTS,2,2116
Economics Minister Martin Bangemann,rejected,call,2,2117
Economics Minister Martin Bangemann,rejected,call from,2,2118
German Economics Minister Martin Bangemann,rejected call FOR,TAX CUTS,2,2119
West German Economics Minister Martin Bangemann,rejected,call,2,2120
Economics Minister Martin Bangemann,rejected call FOR,EARLY TAX CUTS,2,2121
West German Economics Minister Martin Bangemann,rejected call FOR,TAX CUTS,2,2122
Economics Minister Martin Bangemann,rejected call FOR,TAX CUTS,2,2123
West German Economics Minister Martin Bangemann,rejected,call from,2,2124
German Economics Minister Martin Bangemann,rejected,call,2,2125
ITALIAN GDP,ROSE,2,2,2126
GDP,ROSE,2,2,2127
GDP,is,ITALIAN,2,2128
recession,is in,West Germany,2,2129
GUARANTY,is,0,3,2130
it,has started,its previously announced 1,6,2131
COMPUTER ASSOCIATES,has started,its previously announced 1,6,2132
COMPUTER ASSOCIATES,has started,its announced 1,6,2133
CA STARTS BPI,has started,its previously announced 1,6,2134
CA STARTS BPI,has started,its announced 1,6,2135
it,has started,its announced 1,6,2136
DIVIDEND RISE Year,end,December Shr 76,3,2138
CIRCLE,is,BLUE,3,2139
CIRCLE,end,PROFITS,3,2140
CIRCLE,end,Shr,3,2141
EDDIE,is,CRAZY,6,2142
Inc,said,possible,6,2143
Inc,said,acquisition,6,2144
Inc,said,Distributors,6,2145
CRZY SETS DEFENSIVE RIGHTS Crazy Eddie Inc,said,its board,6,2146
CRAZY EDDIE,has adopted,defensive shareholder rights plan,6,2147
EDDIE,has adopted,shareholder rights plan,6,2148
CRAZY EDDIE,has adopted,shareholder rights plan,6,2149
CRZY SETS RIGHTS Crazy Eddie Inc,said,its board,6,2150
EDDIE,has adopted,defensive shareholder rights plan,6,2151
EDDIE,is,CRAZY,6,2152
OFFER,TALKS,3,6,2153
DOME,has,OFFER,6,2154
DOME,is at,OFFER,6,2155
OFFER,TALKS,DEBT,6,2156
SOSNOFF,RAISES,BID,6,2157
SOSNOFF,RAISES BID FOR,CAESARS WORLD,6,2158
VIDEO,is,COMPACT,3,2159
QTR,excludes,NET,3,2160
QTR,excludes,net,3,2161
QTR,excludes,shr,3,2162
USAIR,BUY,55 PCT,6,2163
its buoyant periods,is in,more a decade,5,2164
ECONOMY,is,PORTUGUESE,5,2165
abbreviated streamlined filing,is with,Federal Energy Regulatory Commission,6,2172
HUNGARY,CURB,DEFICIT Hungary,2,2173
HUNGARY,RAISES PRICES IN,EFFORT,2,2174
HUNGARY,RAISES,PRICES,2,2175
HUNGARY,is at,PRICES,2,2176
EFFORT,CURB,sharp,2,2177
EFFORT,CURB,DEFICIT,2,2178
HEALTH,is,0,3,2180
Co,said,earnings,6,2184
today,has,hog slaughter,4,2185
HOG GUESSTIMATES Chicago Mercantile Exchange floor traders,are guesstimating,today 's hog slaughter,4,2186
commission house representatives,are guesstimating,today 's hog slaughter,4,2187
HOG,are,CATTLE,4,2188
TRADE ISSUES,are starting,to run,5,2189
major initiatives,open,its market,5,2190
patience,is with,Japan,5,2191
TRADE ISSUES,run out,patience,5,2192
TRADE ISSUES,run out,patience with Japan,5,2193
EC 'S PATIENCE,is WITH,JAPAN Member states of European Community,5,2194
initiatives,open,its market,5,2195
European Community,has effectively given,Japan,5,2196
European Community,has effectively given,six weeks,5,2197
it,decides on,possible retaliatory trade measures,5,2198
moves,open,its market,5,2199
European Community,has given,Japan,5,2200
EC,COULD DECIDE ON,JAPAN TRADE,5,2201
it,decides on,possible tough retaliatory trade measures,5,2202
European Community,take,moves,5,2203
it,decides on,possible trade measures,5,2204
it,decides on,possible tough trade measures,5,2205
European Community,has given,six weeks,5,2206
HIGHER SHIPMENTS,said,shipments,2,2211
SHIPMENTS,said,shipments,2,2212
COSTS,is IN,QTR International Business Machines Corp,2,2213
its balance,is in,port of grains,4,2214
its balance,rose at_time,week,4,2215
its balance,rose at_time,last week,4,2216
GEM,said,balance,4,2217
GEM,said,last,4,2218
GEM,said,port,4,2219
monetary growth,threatened,resurgence of inflation,2,2221
growth,threatened,resurgence,2,2222
INSTITUTES,WARN ON,MONEY SUPPLY Four West Germany 's five research institutes,2,2223
excessive monetary growth,threatened,resurgence,2,2224
GERMAN INSTITUTES,WARN ON,MONEY SUPPLY Four West Germany 's five leading research institutes,2,2225
excessive growth,threatened,resurgence of inflation,2,2226
growth,threatened,resurgence of inflation,2,2227
GERMAN INSTITUTES,WARN ON,MONEY SUPPLY Four of West Germany 's five economic research institutes,2,2228
GERMAN INSTITUTES,WARN ON,MONEY SUPPLY Four West Germany 's five research institutes,2,2229
GERMAN INSTITUTES,WARN ON,MONEY SUPPLY Four of West Germany 's five leading research institutes,2,2230
GERMAN INSTITUTES,WARN ON,MONEY SUPPLY Four of West Germany 's five research institutes,2,2231
monetary growth,threatened,resurgence,2,2232
GERMAN INSTITUTES,WARN ON,MONEY SUPPLY Four,2,2233
INSTITUTES,WARN ON,MONEY SUPPLY Four of West Germany 's five leading research institutes,2,2234
INSTITUTES,WARN ON,MONEY SUPPLY Four,2,2235
GERMAN INSTITUTES,WARN ON,MONEY SUPPLY Four West Germany 's five economic research institutes,2,2236
INSTITUTES,WARN ON,MONEY SUPPLY Four West Germany 's five leading research institutes,2,2237
INSTITUTES,WARN ON,MONEY SUPPLY Four of West Germany 's five economic research institutes,2,2238
INSTITUTES,WARN ON,MONEY SUPPLY Four of West Germany 's five leading economic research institutes,2,2239
INSTITUTES,WARN ON,MONEY SUPPLY Four of West Germany 's five research institutes,2,2240
GERMAN INSTITUTES,WARN ON,MONEY SUPPLY Four of West Germany 's five leading economic research institutes,2,2241
excessive growth,threatened,resurgence,2,2242
GERMAN INSTITUTES,WARN ON,MONEY SUPPLY Four West Germany 's five leading economic research institutes,2,2243
INSTITUTES,WARN ON,MONEY SUPPLY Four West Germany 's five leading economic research institutes,2,2244
INSTITUTES,WARN ON,MONEY SUPPLY Four West Germany 's five economic research institutes,2,2245
excessive monetary growth,threatened,resurgence of inflation,2,2246
INSTITUTES,is,GERMAN,2,2247
PRODUCER,is,GERMAN,2,2249
USDA,CHANGES PROTEIN WHEAT TERMINAL PRICES at_time,U,4,2250
PROTEIN,CHANGES,WHEAT,4,2251
PROTEIN,CHANGES,TERMINAL,4,2252
COOPERVISION,is preparing,recapitalization plan,6,2255
EYE FORMS RECAPITALIZATION PLAN Coopervision Inc,said,it,6,2256
Inc,is,common,6,2257
COLOMBIA JUNE COFFEE REGISTRATIONS,OPENED,Colombia,7,2258
ARROW,ACQUIRE,RICHARDS CONSULTANTS Blue Arrow PLC,6,2262
agreement,acquire Richards Consultants Ltd for,29 mln dlrs in cash,6,2263
agreement,acquire Richards Consultants Ltd for,29 mln dlrs,6,2264
BLUE ARROW,ACQUIRE,RICHARDS CONSULTANTS Blue Arrow PLC,6,2265
it,said signed,agreement,6,2266
agreement,acquire,Richards Consultants Ltd,6,2267
29 mln dlrs,is in,cash,6,2268
ARROW,is,BLUE,6,2269
PLC,said,agreement,6,2270
NVHOMES,will,will distribution date for new units as result of its previously announced two for one split,3,2276
said April,will,will distribution date for new units as result of its previously announced two for one split to unitholders,3,2277
said April,will,will distribution date for units as result of its two for one split to unitholders of April 20,3,2278
NVHOMES,will,will distribution date as result of its previously announced two for one split to unitholders of record April 20,3,2279
NVHOMES,will,will distribution date as result of its announced two for one split,3,2280
NVHOMES,will,will distribution date for units as result,3,2281
said April,will,will distribution date for new units as result of its two for one split to unitholders,3,2282
NVHOMES,will,will distribution date for units as result of its previously announced two for one split,3,2283
said April 30,will,will distribution date for new units,3,2284
NVHOMES,will,will distribution date for units as result of its two for one split to unitholders of April 20,3,2285
NVHOMES,will,will distribution date for units as result of its previously announced two for one split to unitholders of record April 20,3,2286
NVHOMES,will,will distribution date as result of its previously announced two for one split to unitholders,3,2287
NVHOMES,will,will distribution date as result of its announced two for one split to unitholders of record April 20,3,2288
NVHOMES,will,will distribution date as result of its announced two for one split to unitholders,3,2289
said April 30,will,will distribution date for new units as result of its previously announced two for one split to unitholders,3,2290
said April 30,will,will distribution date as result of its announced two for one split to unitholders of April 20,3,2291
said April,will,will distribution date as result of its announced two for one split to unitholders of record April 20,3,2292
said April 30,will,will distribution date for units as result of its previously announced two for one split,3,2293
said April,will,will distribution date as result of its two for one split to unitholders of record April 20,3,2294
said April 30,will,will distribution date for new units as result of its previously announced two for one split to unitholders of April 20,3,2295
said April 30,will,will distribution date for new units as result of its announced two for one split to unitholders of April 20,3,2296
said April 30,will,will distribution date as result of its two for one split to unitholders of April 20,3,2297
said April 30,will,will distribution date,3,2298
said April,will,will distribution date for units as result of its announced two for one split to unitholders of record April 20,3,2299
NVHOMES,will,will distribution date for units as result of its announced two for one split,3,2300
said April,will,will distribution date for new units,3,2301
NVHOMES,will,will distribution date for units as result of its announced two for one split to unitholders,3,2302
said April 30,will,will distribution date as result of its announced two for one split to unitholders,3,2303
said April,will,will distribution date for units as result of its announced two for one split to unitholders,3,2304
said April,will,will distribution date as result of its announced two for one split to unitholders,3,2305
said April,will,will distribution date as result of its two for one split to unitholders of April 20,3,2306
said April,will,will distribution date for units as result of its previously announced two for one split to unitholders of record April 20,3,2307
said April 30,will,will distribution date as result of its previously announced two for one split to unitholders of record April 20,3,2308
NVHOMES,will,will distribution date as result,3,2309
said April,will,will distribution date for new units as result of its two for one split,3,2310
said April,will,will distribution date for new units as result of its two for one split to unitholders of record April 20,3,2311
said April 30,will,will distribution date for new units as result of its announced two for one split to unitholders,3,2312
said April 30,will,will distribution date for new units as result of its two for one split to unitholders of record April 20,3,2313
NVHOMES,will,will distribution date as result of its two for one split,3,2314
said April,will,will distribution date for new units as result of its announced two for one split,3,2315
said April 30,will,will distribution date for units as result of its previously announced two for one split to unitholders of April 20,3,2316
said April,will,will distribution date as result of its two for one split to unitholders,3,2317
said April,will,will distribution date,3,2318
said April 30,will,will distribution date for new units as result of its two for one split to unitholders of April 20,3,2319
NVHOMES,will,will distribution date for new units as result,3,2320
said April 30,will,will distribution date for units as result of its announced two for one split,3,2321
said April 30,will,will distribution date for units as result of its two for one split to unitholders of record April 20,3,2322
NVHOMES,will,will distribution date as result of its two for one split to unitholders,3,2323
NVHOMES,will,will distribution date for new units,3,2324
NVHOMES,will,will distribution date as result of its two for one split to unitholders of April 20,3,2325
NVHOMES,will,will distribution date for new units as result of its previously announced two for one split to unitholders of April 20,3,2326
NVHOMES,will,will distribution date for units as result of its two for one split to unitholders of record April 20,3,2327
NVHOMES,will,will distribution date as result of its previously announced two for one split,3,2328
said April,will,will distribution date as result of its previously announced two for one split,3,2329
said April 30,will,will distribution date as result of its previously announced two for one split to unitholders of April 20,3,2330
said April,will,will distribution date for units as result of its two for one split to unitholders of record April 20,3,2331
said April,will,will distribution date for units as result of its previously announced two for one split to unitholders of April 20,3,2332
NVHOMES,will,will distribution date for units,3,2333
said April 30,will,will distribution date as result of its previously announced two for one split to unitholders,3,2334
NVHOMES,will,will distribution date as result of its two for one split to unitholders of record April 20,3,2335
said April 30,will,will distribution date as result of its two for one split to unitholders of record April 20,3,2336
said April,will,will distribution date as result of its previously announced two for one split to unitholders of April 20,3,2337
NVHOMES,will,will distribution date for units as result of its two for one split to unitholders,3,2338
said April 30,will,will distribution date for units as result of its previously announced two for one split to unitholders,3,2339
said April 30,will,will distribution date for new units as result of its previously announced two for one split to unitholders of record April 20,3,2340
said April 30,will,will distribution date as result of its two for one split to unitholders,3,2341
NVHOMES,will,will distribution date as result of its announced two for one split to unitholders of April 20,3,2342
NVHOMES,will,will distribution date for new units as result of its two for one split to unitholders,3,2343
said April,will,will distribution date for new units as result of its announced two for one split to unitholders of April 20,3,2344
said April,will,will distribution date as result of its two for one split,3,2345
said April,will,will distribution date for new units as result of its previously announced two for one split to unitholders of record April 20,3,2346
NVHOMES,will,will distribution date for new units as result of its announced two for one split,3,2347
said April,will,will distribution date for new units as result of its previously announced two for one split,3,2348
said April 30,will,will distribution date for units as result of its two for one split to unitholders of April 20,3,2349
said April 30,will,will distribution date as result of its previously announced two for one split,3,2350
said April,will,will distribution date for new units as result of its previously announced two for one split to unitholders of April 20,3,2351
said April,will,will distribution date for new units as result of its announced two for one split to unitholders of record April 20,3,2352
said April 30,will,will distribution date for new units as result of its two for one split,3,2353
NVHOMES,will,will distribution date for new units as result of its two for one split,3,2354
said April,will,will distribution date as result of its announced two for one split to unitholders of April 20,3,2355
said April,will,will distribution date for units as result,3,2356
said April 30,will,will distribution date for units as result,3,2357
said April,will,will distribution date for units as result of its two for one split,3,2358
said April 30,will,will distribution date for new units as result,3,2359
NVHOMES,will,will distribution date for units as result of its announced two for one split to unitholders of April 20,3,2360
said April 30,will,will distribution date for units as result of its previously announced two for one split to unitholders of record April 20,3,2361
NVHOMES,will,will distribution date as result of its previously announced two for one split to unitholders of April 20,3,2362
said April 30,will,will distribution date for new units as result of its announced two for one split to unitholders of record April 20,3,2363
said April,will,will distribution date for units as result of its two for one split to unitholders,3,2364
said April,will,will distribution date as result of its previously announced two for one split to unitholders,3,2365
said April 30,will,will distribution date for units as result of its announced two for one split to unitholders,3,2366
NVHOMES,will,will distribution date for new units as result of its previously announced two for one split to unitholders of record April 20,3,2367
NVHOMES,will,will distribution date,3,2368
said April 30,will,will distribution date as result of its two for one split,3,2369
said April 30,will,will distribution date as result,3,2370
NVHOMES,will,will distribution date for new units as result of its announced two for one split to unitholders of April 20,3,2371
said April 30,will,will distribution date as result of its announced two for one split to unitholders of record April 20,3,2372
NVHOMES,will,will distribution date for new units as result of its two for one split to unitholders of record April 20,3,2373
said April,will,will distribution date as result,3,2374
said April,will,will distribution date for units,3,2375
NVHOMES,will,will distribution date for new units as result of its announced two for one split to unitholders,3,2376
said April,will,will distribution date for units as result of its previously announced two for one split to unitholders,3,2377
NVHOMES,will,will distribution date for new units as result of its two for one split to unitholders of April 20,3,2378
said April,will,will distribution date for units as result of its announced two for one split,3,2379
said April 30,will,will distribution date as result of its announced two for one split,3,2380
NVHOMES,will,will distribution date for units as result of its announced two for one split to unitholders of record April 20,3,2381
NVH SETS SPLIT PAYMENT DATE,NVHomes,LP,3,2382
said April 30,will,will distribution date for units,3,2383
said April,will,will distribution date for new units as result,3,2384
said April,will,will distribution date for units as result of its announced two for one split to unitholders of April 20,3,2385
NVHOMES,will,will distribution date for units as result of its previously announced two for one split to unitholders of April 20,3,2386
said April,will,will distribution date for new units as result of its two for one split to unitholders of April 20,3,2387
said April,will,will distribution date for units as result of its previously announced two for one split,3,2388
said April 30,will,will distribution date for units as result of its announced two for one split to unitholders of record April 20,3,2389
NVHOMES,will,will distribution date for units as result of its two for one split,3,2390
NVHOMES,will,will distribution date for new units as result of its announced two for one split to unitholders of record April 20,3,2391
said April 30,will,will distribution date for new units as result of its previously announced two for one split,3,2392
said April 30,will,will distribution date for units as result of its two for one split to unitholders,3,2393
