subject,relation,object,new_topic,old_index
Dirty Den Watts,saw killed off according,figures,6,5130
Den Watts,saw killed off according,unofficial figures,6,5131
Den Watts,saw killed off according,figures,6,5132
Den,is,Dirty,6,5133
Muslim group attacks TV drama British Muslim group,has criticised,series,4,5135
group attacks TV drama British Muslim group,has criticised,new series of US drama 24,4,5136
Muslim group attacks TV drama 24 British Muslim group,has criticised,new series,4,5137
group attacks TV drama 24 British Muslim group,has criticised,new series,4,5138
Muslim group attacks TV drama British Muslim group,has criticised,series of US drama 24,4,5139
Muslim group attacks TV drama 24 British Muslim group,has criticised,series,4,5140
group attacks TV drama 24 British Muslim group,has criticised,series of US drama 24,4,5141
group attacks TV drama British Muslim group,has criticised,series of US drama 24,4,5142
Muslim group attacks TV drama 24 British Muslim group,has criticised,new series of US drama 24,4,5143
Muslim group attacks TV drama British Muslim group,has criticised,new series of US drama 24,4,5144
Muslim group attacks TV drama British Muslim group,has criticised,new series,4,5145
Muslim group attacks TV drama 24 British Muslim group,has criticised,series of US drama 24,4,5146
group attacks TV drama 24 British Muslim group,has criticised,new series of US drama 24,4,5147
group attacks TV drama British Muslim group,has criticised,new series,4,5148
group attacks TV drama 24 British Muslim group,has criticised,series,4,5149
group attacks TV drama British Muslim group,has criticised,series,4,5150
group,has,attacks,4,5151
group,has,British,4,5152
group,has,TV,4,5153
group,has,new,4,5154
group,has,drama,4,5155
US TV debut Actor Colin Farrell,is make,his debut,6,5156
Farrell,is make,his debut,6,5157
Colin,is,medical,6,5158
labels,get,their music online from trend for music,3,5160
labels,get,their music online from growing trend for music,3,5161
labels,get,their music online from trend for downloading music,3,5162
indies,is in,download sales,3,5163
independent labels,get,their music online,3,5164
independent labels,get,their music online from trend for music,3,5165
labels,get,their music online,3,5166
Help,has,has launched,3,5167
labels,get,their music online from growing trend,3,5168
labels,get,their music online from growing trend for downloading music,3,5169
independent labels,get,their music online from growing trend for music,3,5170
independent labels,get,their music online from growing trend for downloading music,3,5171
independent labels,get,their music online from growing trend,3,5172
independent labels,get,their music online from trend,3,5173
labels,get,their music online from trend,3,5174
independent labels,get,their music online from trend for downloading music,3,5175
indies,has,Help,3,5176
indies,is at,Help,3,5177
influence,belonged music to,generation,2,5179
influence,belonged to,pioneering generation,2,5180
influence,belonged to,generation of artists,2,5181
Lasting influence,belonged to,pioneering generation of artists,2,5182
Lasting influence,belonged music to,pioneering generation of artists,2,5183
Lasting influence,belonged music to,generation,2,5184
influence,belonged music to,pioneering generation,2,5185
influence,belonged music to,pioneering generation of artists,2,5186
Lasting influence,belonged music to,pioneering generation,2,5187
influence,belonged to,pioneering generation of artists,2,5188
Lasting influence,belonged music to,generation of artists,2,5189
influence,belonged to,generation,2,5190
Lasting influence,belonged to,generation of artists,2,5191
Lasting influence,belonged to,generation,2,5192
influence,belonged,music,2,5193
Lasting influence,belonged,music,2,5194
Lasting influence,belonged to,pioneering generation,2,5195
influence,belonged music to,generation of artists,2,5196
legend,has,influence,2,5197
legend,is at,influence,2,5198
paedophile,won,honours,2,5199
paedophile,won honours on,Thursday,2,5200
film,tops,festival,2,5201
paedophile,won honours at,London Film Festival,2,5202
convicted paedophile,won,top honours,2,5203
convicted paedophile,won honours on,Thursday,2,5204
paedophile,won,top honours,2,5205
Controversial film,tops,festival,2,5206
convicted paedophile,won honours at,London Film Festival,2,5207
convicted paedophile,won,honours,2,5208
film,is,Controversial,2,5209
Vera Drake,scoops,film award Oscar hopefuls,2,5210
Poppins Mary Poppins star Dame Julie Andrews,watched hit stage version in,to see,2,5211
Poppins Mary Poppins star Dame Julie Andrews,watched,hit stage version of her classic film,2,5212
Poppins Mary Poppins star Dame Julie Andrews,watched hit stage version at,charity performance in London 's West End,2,5213
Poppins Mary Poppins star Dame Julie Andrews,watched,hit stage version,2,5214
Poppins Mary Poppins star Dame Julie Andrews,watched hit stage version at,charity performance,2,5215
charity performance,is in,London 's West End,2,5216
Poppins Mary Poppins star Dame Julie Andrews,watched,hit stage version of her film,2,5217
Julie,see,hit,2,5218
Julie,see,stage,2,5219
Julie,see,classic,2,5220
Julie,see,version,2,5221
Label,withdraws,McFadden 's video,4,5222
video,been,has pulled,4,5223
Dublin school,complained,about associated,4,5224
Dublin school,complained,associated,4,5225
new video,been,has pulled,4,5226
Dublin school,complained,about associated with his song,4,5227
Dublin school,complained,associated with his song,4,5228
McFadden,has,video,4,5229
producer,known,classic,6,5230
producer,known,work,6,5231
producer,known,aged,6,5232
producer,known,70s,6,5233
budget movie,have shared honours at,2005 Bafta film awards,2,5234
Aviator,take,Bafta glory Hollywood blockbuster,2,5235
Aviator,have shared honours at,2005 Bafta film awards,2,5236
budget movie,have shared,honours,2,5237
budget movie,have shared,main honours,2,5238
low budget British movie,have shared,honours,2,5239
budget British movie,have shared honours at,2005 Bafta film awards,2,5240
budget British movie,have shared,honours,2,5241
Vera,take,Bafta glory Hollywood blockbuster,2,5242
low budget movie,have shared honours at,2005 Bafta film awards,2,5243
Aviator,have shared,main honours,2,5244
budget British movie,have shared,main honours,2,5245
low budget British movie,have shared honours at,2005 Bafta film awards,2,5246
low budget British movie,have shared,main honours,2,5247
Aviator,have shared,honours,2,5248
low budget movie,have shared,honours,2,5249
low budget movie,have shared,main honours,2,5250
February,has,Super Bowl,6,5251
Alicia Keys,open,US Super Bowl R&B star Alicia Keys,6,5252
February 's Super Bowl,performed by,Ray Charles,6,5253
February 's Super Bowl,performed there by,Ray Charles,6,5254
Oscar nominee Dan O'Herlihy,dies,actor Dan O'Herlihy,2,5255
Oscar nominee Dan O'Herlihy,dies,Irish actor Dan O'Herlihy,2,5256
actor,was,best,2,5257
actor,was,Oscars,2,5258
actor,was,age,2,5259
Singer 's film to show,will,will shown at year 's Berlin Film Festival,2,5260
Singer,has,film,2,5261
Singer 's film show,will,will shown,2,5262
Singer 's film show,will,will shown at year 's Berlin Film Festival,2,5263
Singer 's film to show,will,will shown,2,5264
documentary,takes,candid,2,5265
Wine comedy,is for,six Independent Spirit Awards,2,5266
Wine comedy,is for,up six Independent Spirit Awards,2,5267
Jackson ' juror,notes,Reporters,4,5268
questionnaires,completed by,potential jurors,4,5269
singer Michael Jackson,has,trial,4,5270
juror,notes,potential,4,5271
juror,notes,Reporters,4,5272
debut,hit,Desperate Housewives,3,5274
Channel 4,has,January audience share,3,5275
Housewives,lift,Channel 4 ratings,3,5276
debut,hit,Housewives,3,5277
television,hit,Desperate,3,5278
television,hit,last,3,5279
music video,is in,jail,4,5280
Rapper films music video,is in,jail,4,5281
schedule delays,show,Preview performances of Â £ 3m Billy Elliot,6,5282
Elliot,show,Preview performances of Â £ 3m musical Billy Elliot,6,5283
Elliot,show,Preview performances of Â £ 3m Billy Elliot,6,5284
Tough schedule delays,show,Preview performances of Â £ 3m Billy Elliot,6,5285
schedule delays,show,Preview performances of Â £ 3m musical Billy Elliot,6,5286
Tough schedule delays,show,Preview performances of Â £ 3m musical Billy Elliot,6,5287
Elliot,show,Preview performances,6,5288
schedule delays,show,Preview performances,6,5289
Tough schedule delays,show,Preview performances,6,5290
schedule,is,Tough,6,5291
West End,honour,finest shows,2,5292
Evening Standard Theatre Awards,is in,London,2,5293
West End,honour,shows,2,5294
shows,is,stars,2,5295
shows,is,Awards,2,5296
robots,are,threat,3,5297
robots,are threat to,humanity,3,5298
robots,are,fine,3,5299
TV,has,charges,4,5300
TV,is at,charges,4,5301
charges,face,TV,4,5302
charges,face,sexual,4,5303
charges,face,comedian,4,5304
debut,hit,Desperate Housewives,3,5305
Channel 4,has,January audience share,3,5306
Housewives,lift,Channel 4 ratings,3,5307
debut,hit,Housewives,3,5308
television,hit,Desperate,3,5309
television,hit,last,3,5310
Office,has,Ricky Gervais,2,5311
BBC,leads,nominations,2,5312
New media battle,leads nominations for,Bafta Awards,2,5313
BBC,leads nominations for,Bafta Awards,2,5314
media battle,leads,nominations,2,5315
New media battle,leads,nominations,2,5316
media battle,leads nominations for,Bafta Interactive Awards,2,5317
media battle,leads nominations for,Bafta Awards,2,5318
New media battle,leads nominations for,Bafta Interactive Awards,2,5319
BBC,leads nominations for,Bafta Interactive Awards,2,5320
media,is,New,2,5321
media,is at,battle,2,5322
Julia,is in,award winning film,2,5323
awards breakthrough Film actress Annette Bening,is for,Oscar,2,5324
awards breakthrough Film actress Annette Bening,is for,up Oscar,2,5325
museum,is open in,his former recording studio in Los Angeles,2,5326
his former recording studio,is in,Los Angeles,2,5327
museum,is open in,his former recording studio,2,5328
year,has,Oscar nominees luncheon on Monday,2,5329
Oscar nominees,gear up for,lunch Leonardo DiCaprio,2,5330
Swank,are,due,2,5331
Swank,are,year,2,5332
Famed music director Viotti,dies,Conductor Marcello Viotti,2,5333
Famed music director Viotti,dies,director of Venice 's La Fenice Theatre,2,5334
music director Viotti,dies,director of Venice 's La Fenice Theatre,2,5335
music director Viotti,dies,director,2,5336
music director Viotti,dies,Conductor Marcello Viotti,2,5337
music director Viotti,dies,director of Venice 's famous La Fenice Theatre,2,5338
Famed music director Viotti,dies,director,2,5339
Famed music director Viotti,dies,director of Venice 's famous La Fenice Theatre,2,5340
Viotti,dies,famous,2,5341
role,is in,Broadway revival of Glass Menagerie,2,5342
Slater,star in,Broadway play Actor Christian Slater,2,5343
US TV special,will screen,celebrity TV,5,5344
US television network,will screen,celebrity TV,5,5345
tsunami relief effort,is in,South Asia,5,5346
Tarantino,make,Friday sequel Director Quentin Tarantino,3,5347
she,was,too ill,2,5348
she,was too ill of,her movie,2,5349
she,was ill of,her new movie,2,5350
she,was,ill,2,5351
UK charity premiere Jennifer Lopez,cancelled,appearance at UK charity premiere,2,5352
she,was too ill of,her new movie,2,5353
she,was ill of,her movie,2,5354
UK charity premiere Jennifer Lopez,cancelled,appearance,2,5355
US critics,laud,comedy Sideways Road trip comedy Sideways,2,5356
more praise,heaped on,it,2,5357
praise,heaped by,two US critics ' associations,2,5358
more praise,heaped by,two US critics ' associations,2,5359
praise,heaped on,it,2,5360
trip,has,more,2,5361
TOTP turns,has turned to,star,2,5362
TOTP turns,has turned to,star of Elvis Presley Jailhouse Rock,2,5363
rock legend,scooped,UK,2,5364
TOTP,turns to,Elvis impersonator Top of Pops,2,5365
late rock legend,scooped,UK,2,5366
TOTP turns,has turned to,star of Elvis Presley musical Jailhouse Rock,2,5367
TOTP,turns to,Elvis impersonator Top,2,5368
Foo Fighters,will headline 's at_time,summer,2,5369
Pixies,take on,Reading,2,5370
Iron Maiden,will headline 's at_time,summer,2,5371
Leeds Pixies,will headline 's at_time,summer,2,5372
Pixies,take,Fighters,2,5373
paid advertisements,promote,Passion,3,5374
paid advertisements,promote,Passion of Christ,3,5375
advertisements,promote Passion in,next year 's Academy Awards,3,5376
paid advertisements,promote Passion in,next year 's Academy Awards,3,5377
advertisements,promote,Passion of Christ,3,5378
paid advertisements,promote Passion in,year 's Academy Awards,3,5379
paid advertisements,promote Passion to,voters,3,5380
advertisements,promote,Passion,3,5381
advertisements,promote Passion in,year 's Academy Awards,3,5382
advertisements,promote Passion to,voters,3,5383
Oscar,is,3,3,5384
Passion,has,ads,3,5385
Passion,is at,ads,3,5386
ads,be,Passion,3,5387
ads,be,next,3,5388
ads,be,campaign,3,5389
inclusion,is in,official singles chart,3,5390
debut,is,official,3,5391
debut,is,inclusion,3,5392
Hayao Miyazaki 's film,is,released,3,5393
Hayao Miyazaki 's latest film,is,released in 50 countries around world,3,5394
Hayao Miyazaki,has,latest film,3,5395
Hayao Miyazaki 's latest film,is,released,3,5396
Howl,has,Moving Castle,3,5397
Hayao Miyazaki 's film,is,released in 50 countries around world,3,5398
Hayao Miyazaki 's film,is,released in 50 countries,3,5399
Hayao Miyazaki 's latest film,is,released in 50 countries,3,5400
release,is,Global,3,5401
Japan,has,release,3,5402
Japan,is at,release,3,5403
Fears,raised over,ballet future children in UK,2,5404
Fears,raised over,ballet future children,2,5405
ballet future Fewer children,is in,UK,2,5406
Fears,raised over,future Fewer children in UK,2,5407
Fears,raised over,ballet future Fewer children,2,5408
Fears,raised over,future children,2,5409
Fears,raised over,future children in UK,2,5410
Fears,raised over,ballet future Fewer children in UK,2,5411
Fears,raised over,future Fewer children,2,5412
bass player Mike Mills,was,after taken to hospital suffering,2,5413
bass player Mike Mills,was,after taken,2,5414
bass player Mike Mills,was,taken to hospital suffering from symptoms,2,5415
bass player Mike Mills,was,after taken to hospital suffering from flu like symptoms,2,5416
